STATE,STATEABBRV,COUNTY,AVLN_RISKR,CFLD_RISKR,CWAV_RISKR,DRGT_RISKR,ERQK_RISKR,HAIL_RISKR,HWAV_RISKR,HRCN_RISKR,ISTM_RISKR,LNDS_RISKR,LTNG_RISKR,RFLD_RISKR,SWND_RISKR,TRND_RISKR,TSUN_RISKR,VLCN_RISKR,WFIR_RISKR,WNTW_RISKR
Washington,WA,Jefferson,Very Low,Relatively Low,No Rating,Very Low,Relatively Moderate,Very Low,Very Low,Not Applicable,Very Low,Relatively Moderate,Very Low,Very Low,Very Low,Very Low,Relatively Low,Very Low,Very Low,Very Low
Washington,WA,King,Relatively High,Relatively Low,Very Low,Very Low,Very High,Very Low,Relatively Moderate,Not Applicable,Relatively Moderate,Relatively High,Relatively Moderate,Relatively Low,Very Low,Relatively Moderate,Relatively Moderate,Very High,Relatively Low,Very Low
Washington,WA,Kitsap,Not Applicable,Relatively Moderate,No Rating,No Rating,Relatively High,Very Low,Relatively Moderate,Not Applicable,Relatively Moderate,Relatively High,Relatively Low,Very Low,Very Low,Very Low,No Rating,Relatively Moderate,Very Low,Relatively Low
Washington,WA,Kittitas,Relatively Moderate,Not Applicable,Relatively Moderate,Very Low,Relatively Low,Very Low,Relatively Low,Not Applicable,Very Low,Relatively Moderate,Very Low,Relatively Moderate,Very Low,Very Low,Not Applicable,Relatively Moderate,Relatively High,Relatively Low
Washington,WA,Klickitat,Relatively Low,Not Applicable,Relatively Moderate,Very Low,Relatively Low,Very Low,Relatively Low,Not Applicable,Very Low,Relatively Moderate,Very Low,Very Low,Very Low,Very Low,Not Applicable,Relatively Moderate,Relatively High,Very Low
Washington,WA,Lewis,Relatively High,Not Applicable,Very Low,Very Low,Relatively Moderate,Very Low,Relatively Low,Not Applicable,Relatively Low,Relatively High,Very Low,Relatively Moderate,Very Low,Very Low,Not Applicable,Relatively High,Very Low,Relatively Low
Washington,WA,Lincoln,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Relatively Low,Very Low,Relatively Moderate,Not Applicable,Very Low,Relatively Moderate,Very Low,Very Low,Very Low,Very Low,Not Applicable,Not Applicable,Relatively Moderate,Very Low
Washington,WA,Mason,Not Applicable,Relatively Low,No Rating,Very Low,Relatively Moderate,Very Low,Relatively Low,Not Applicable,Relatively Low,Relatively High,Very Low,Very Low,Very Low,Very Low,Very Low,Relatively Low,Very Low,Very Low
Washington,WA,Okanogan,Relatively Moderate,Not Applicable,Very High,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Not Applicable,Very Low,Very High,Very Low,Relatively Low,Very Low,Very Low,Not Applicable,Relatively Low,Relatively High,Relatively Low
Washington,WA,Pacific,Not Applicable,Relatively Moderate,No Rating,Very Low,Relatively Moderate,Very Low,Very Low,Not Applicable,Very Low,Relatively Moderate,Very Low,Very Low,Very Low,Very Low,Relatively Moderate,Very Low,Very Low,Very Low
Washington,WA,Pend Oreille,Relatively Low,Not Applicable,Relatively Low,Very Low,Very Low,Very Low,Relatively Low,Not Applicable,Relatively Low,Relatively Low,Very Low,Very Low,Very Low,Very Low,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate
Washington,WA,Pierce,Very High,Relatively Low,Very Low,Very Low,Relatively High,Very Low,Relatively Moderate,Not Applicable,Relatively Moderate,Relatively High,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Very High,Relatively Low,Relatively Low
Washington,WA,San Juan,Very Low,Relatively Low,Relatively Low,No Rating,Relatively Low,Very Low,Very Low,Not Applicable,Very Low,Relatively Low,Very Low,Very Low,Very Low,Very Low,Relatively Low,Relatively Moderate,Very Low,Very Low
Washington,WA,Skagit,Relatively Moderate,Relatively Moderate,Very Low,Very Low,Relatively Moderate,Very Low,Relatively Low,Not Applicable,Relatively Low,Relatively High,Relatively Low,Relatively Low,Very Low,Very Low,Relatively Low,Relatively High,Very Low,Relatively Low
Washington,WA,Skamania,Very Low,Very Low,Very Low,Very Low,Relatively Moderate,Very Low,Very Low,Not Applicable,Relatively Low,Relatively Moderate,Very Low,Very Low,Very Low,Very Low,No Rating,Relatively Moderate,Relatively Low,Very Low
Washington,WA,Snohomish,Relatively Moderate,Relatively Moderate,No Rating,Very Low,Relatively High,Very Low,Relatively Moderate,Not Applicable,Relatively Moderate,Very High,Relatively Moderate,Relatively Moderate,Very Low,Relatively Low,Relatively Low,Relatively High,Very Low,Relatively Moderate
Washington,WA,Spokane,Very Low,Not Applicable,Very High,Very Low,Relatively Moderate,Very Low,Relatively High,Not Applicable,Relatively High,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Relatively Moderate,Relatively Low
Washington,WA,Stevens,Very Low,Not Applicable,Relatively Moderate,Very Low,Relatively Low,Very Low,Relatively Low,Not Applicable,Relatively Low,Relatively Moderate,Very Low,Very Low,Very Low,Very Low,Not Applicable,Not Applicable,Relatively Moderate,Relatively High
Washington,WA,Thurston,Not Applicable,Relatively Low,No Rating,Very Low,Relatively High,Very Low,Relatively Low,Not Applicable,Relatively Moderate,Relatively Moderate,Relatively Low,Very Low,Very Low,Relatively Low,No Rating,Relatively High,Very Low,Relatively Low
Washington,WA,Wahkiakum,Not Applicable,Relatively Moderate,No Rating,No Rating,Relatively Low,Very Low,Very Low,Not Applicable,Very Low,Relatively Moderate,Very Low,Very Low,Very Low,Very Low,Relatively Low,Relatively Low,Very Low,Very Low
Washington,WA,Walla Walla,Relatively Low,Not Applicable,Relatively High,Relatively Low,Relatively Moderate,Very Low,Relatively High,Not Applicable,Relatively High,Relatively Low,Very Low,Very Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Relatively Low,Relatively Low
Washington,WA,Whatcom,Relatively High,Relatively Low,Relatively Moderate,Very Low,Relatively Moderate,Very Low,Relatively Low,Not Applicable,Relatively Moderate,Relatively High,Relatively Low,Relatively Low,Very Low,Very Low,Relatively Low,Relatively High,Very Low,Relatively Low
Washington,WA,Whitman,Very Low,Not Applicable,Relatively Moderate,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Not Applicable,Relatively Low,Relatively Moderate,Very Low,Relatively Low,Very Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Washington,WA,Yakima,Relatively Low,Not Applicable,Very High,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Moderate,Not Applicable,Very Low,Very High,Relatively Moderate,Relatively Moderate,Relatively Low,Very Low,Not Applicable,Relatively High,Relatively High,Relatively Low
West Virginia,WV,Barbour,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Very Low,No Rating,Very Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Very Low,Not Applicable,Not Applicable,Very Low,Very Low
West Virginia,WV,Berkeley,Not Applicable,Not Applicable,Relatively Moderate,Relatively Low,Very Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively High,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
West Virginia,WV,Boone,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Very Low,Very Low,Very Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Low,Very Low,Not Applicable,Not Applicable,Relatively Low,Relatively Low
West Virginia,WV,Braxton,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Very Low,Very Low,Very Low,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Very Low,Very Low,Not Applicable,Not Applicable,Very Low,Very Low
West Virginia,WV,Brooke,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Very Low,Relatively Low,Very Low,Very Low,Relatively Moderate,Relatively Low,Relatively Moderate,Very Low,Very Low,Not Applicable,Not Applicable,Very Low,Very Low
West Virginia,WV,Cabell,Not Applicable,Not Applicable,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively High,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate
West Virginia,WV,Calhoun,Not Applicable,Not Applicable,Very Low,No Rating,Very Low,Very Low,Very Low,Very Low,Very Low,Relatively Low,Very Low,Relatively Low,Very Low,Very Low,Not Applicable,Not Applicable,Very Low,Very Low
West Virginia,WV,Clay,Not Applicable,Not Applicable,Very Low,No Rating,Very Low,Very Low,Very Low,Very Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Very Low,Not Applicable,Not Applicable,Very Low,Very Low
West Virginia,WV,Doddridge,Not Applicable,Not Applicable,Very Low,No Rating,Very Low,Very Low,Very Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Very Low,Not Applicable,Not Applicable,Very Low,Very Low
West Virginia,WV,Fayette,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Relatively Low,No Rating,Very Low,Very Low,Relatively Moderate,Relatively High,Relatively Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
West Virginia,WV,Gilmer,Not Applicable,Not Applicable,Very Low,No Rating,Very Low,Very Low,Very Low,Very Low,Very Low,Relatively Low,Very Low,Relatively Low,Very Low,Very Low,Not Applicable,Not Applicable,Very Low,Very Low
West Virginia,WV,Grant,Not Applicable,Not Applicable,Relatively Low,Very Low,Very Low,Very Low,No Rating,Very Low,Very Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Relatively Low,Relatively Low
West Virginia,WV,Greenbrier,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Relatively Low,No Rating,Very Low,Relatively Moderate,Relatively High,Relatively Low,Relatively Moderate,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
West Virginia,WV,Hampshire,Not Applicable,Not Applicable,Relatively Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Relatively Low,Relatively Low
West Virginia,WV,Hancock,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Relatively Low,Relatively Low,Very Low,Very Low,Relatively High,Relatively Moderate,Relatively Moderate,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Very Low
West Virginia,WV,Hardy,Not Applicable,Not Applicable,Relatively Low,Very Low,Very Low,Very Low,Very Low,Relatively Low,Very Low,Relatively Moderate,Very Low,Relatively Moderate,Relatively Low,Very Low,Not Applicable,Not Applicable,Relatively Low,Relatively Low
West Virginia,WV,Harrison,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Relatively Low,Very Low,Very Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
West Virginia,WV,Jackson,Not Applicable,Not Applicable,Very Low,No Rating,Very Low,Very Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively Low
West Virginia,WV,Jefferson,Not Applicable,Not Applicable,Relatively Low,Relatively Low,Very Low,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
West Virginia,WV,Kanawha,Not Applicable,Not Applicable,Relatively Moderate,No Rating,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively High,Very High,Relatively High,Relatively High,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate
West Virginia,WV,Lewis,Not Applicable,Not Applicable,Very Low,No Rating,Very Low,Very Low,Very Low,Very Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Very Low,Not Applicable,Not Applicable,Very Low,Very Low
West Virginia,WV,Lincoln,Not Applicable,Not Applicable,Relatively Low,Very Low,Very Low,Very Low,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Low,Very Low,Not Applicable,Not Applicable,Relatively Low,Relatively Low
West Virginia,WV,Logan,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Very High,Relatively Low,Relatively Moderate,Relatively Low,Very Low,Not Applicable,Not Applicable,Relatively Moderate,Relatively Low
West Virginia,WV,McDowell,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Very Low,No Rating,Very Low,Very Low,Relatively Moderate,Relatively Low,Relatively High,Relatively Low,Very Low,Not Applicable,Not Applicable,Relatively Low,Relatively Low
West Virginia,WV,Marion,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively High,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
West Virginia,WV,Marshall,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Very Low,Relatively Low,Very Low,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Moderate,Very Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
West Virginia,WV,Mason,Not Applicable,Not Applicable,Very Low,Very Low,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively Low
West Virginia,WV,Mercer,Not Applicable,Not Applicable,Relatively Low,Very Low,Very Low,Very Low,No Rating,Very Low,Very Low,Very High,Relatively Low,Relatively Moderate,Relatively Low,Very Low,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate
West Virginia,WV,Mineral,Not Applicable,Not Applicable,Relatively Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively Low
West Virginia,WV,Mingo,Not Applicable,Not Applicable,Relatively Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Relatively High,Relatively Low,Relatively Moderate,Relatively Low,Very Low,Not Applicable,Not Applicable,Relatively Low,Relatively Low
West Virginia,WV,Monongalia,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
West Virginia,WV,Monroe,Not Applicable,Not Applicable,Relatively Low,Very Low,Very Low,Very Low,No Rating,Very Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Very Low
West Virginia,WV,Morgan,Not Applicable,Not Applicable,Relatively Low,Relatively Low,Very Low,Very Low,Relatively Low,Very Low,Very Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Very Low
West Virginia,WV,Nicholas,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Very Low,No Rating,Very Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively Low
West Virginia,WV,Ohio,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively High,Relatively Moderate,Relatively Moderate,Very Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
West Virginia,WV,Pendleton,Not Applicable,Not Applicable,Relatively Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Relatively Low,Very Low,Relatively Low,Very Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively Low
West Virginia,WV,Pleasants,Not Applicable,Not Applicable,Very Low,No Rating,Very Low,Very Low,Very Low,Very Low,Relatively Low,Relatively Moderate,Relatively Low,Very Low,Very Low,Very Low,Not Applicable,Not Applicable,Very Low,Very Low
West Virginia,WV,Pocahontas,Not Applicable,Not Applicable,Relatively Low,Very Low,Very Low,Very Low,No Rating,Very Low,Very Low,Relatively Low,Very Low,Relatively Low,Very Low,Very Low,Not Applicable,Not Applicable,Very Low,Very Low
West Virginia,WV,Preston,Not Applicable,Not Applicable,Relatively Moderate,No Rating,Very Low,Very Low,No Rating,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively Low
West Virginia,WV,Putnam,Not Applicable,Not Applicable,Relatively Low,Very Low,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Relatively Low,Relatively Low
West Virginia,WV,Raleigh,Not Applicable,Not Applicable,Relatively Moderate,No Rating,Very Low,Relatively Low,No Rating,Very Low,Relatively Low,Relatively High,Relatively Moderate,Relatively Moderate,Relatively Low,Very Low,Not Applicable,Not Applicable,Relatively Low,Relatively High
West Virginia,WV,Randolph,Not Applicable,Not Applicable,Relatively Low,Very Low,Very Low,Very Low,No Rating,Very Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively Low
West Virginia,WV,Ritchie,Not Applicable,Not Applicable,Very Low,No Rating,Very Low,Very Low,Very Low,Very Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Very Low,Not Applicable,Not Applicable,Very Low,Very Low
West Virginia,WV,Roane,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Very Low,Very Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Very Low,Very Low,Not Applicable,Not Applicable,Very Low,Very Low
West Virginia,WV,Summers,Not Applicable,Not Applicable,Relatively Low,Very Low,Very Low,Very Low,No Rating,Very Low,Relatively Low,Relatively Moderate,Very Low,Relatively Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively Low
West Virginia,WV,Taylor,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Very Low,Very Low,Very Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Very Low,Very Low,Not Applicable,Not Applicable,Very Low,Very Low
West Virginia,WV,Tucker,Not Applicable,Not Applicable,Relatively Low,Very Low,Very Low,Very Low,No Rating,Very Low,Very Low,Relatively Low,Very Low,Relatively Low,Very Low,Very Low,Not Applicable,Not Applicable,Very Low,Very Low
West Virginia,WV,Tyler,Not Applicable,Not Applicable,Very Low,No Rating,Very Low,Very Low,Very Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Very Low,Not Applicable,Not Applicable,Very Low,Very Low
West Virginia,WV,Upshur,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Very Low,No Rating,Very Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively Low
West Virginia,WV,Wayne,Not Applicable,Not Applicable,Relatively Low,Very Low,Very Low,Very Low,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Relatively Low
West Virginia,WV,Webster,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Very Low,No Rating,Very Low,Very Low,Relatively Moderate,Very Low,Relatively Low,Very Low,Very Low,Not Applicable,Not Applicable,Very Low,Very Low
West Virginia,WV,Wetzel,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Very Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Very Low,Very Low,Not Applicable,Not Applicable,Very Low,Very Low
West Virginia,WV,Wirt,Not Applicable,Not Applicable,Very Low,No Rating,Very Low,Very Low,Very Low,Very Low,Very Low,Relatively Moderate,Very Low,Relatively Low,Very Low,Very Low,Not Applicable,Not Applicable,Very Low,Very Low
West Virginia,WV,Wood,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Very Low,Relatively Low,Very Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
West Virginia,WV,Wyoming,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Very Low,No Rating,Very Low,Very Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Very Low,Not Applicable,Not Applicable,Relatively Low,Relatively Low
Wisconsin,WI,Adams,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Relatively Low,Relatively Low,Very Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Wisconsin,WI,Ashland,Not Applicable,No Rating,Relatively Moderate,Very Low,Very Low,Very Low,Relatively Low,Not Applicable,Very Low,Relatively Low,Relatively Low,Very Low,Very Low,Very Low,Insufficient Data,Not Applicable,Very Low,Relatively Low
Wisconsin,WI,Barron,Not Applicable,Not Applicable,Relatively High,Relatively Low,Very Low,Relatively Moderate,Relatively Moderate,Not Applicable,Relatively Moderate,Relatively Low,Relatively Moderate,Very Low,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Wisconsin,WI,Bayfield,Not Applicable,Very Low,Relatively Moderate,Very Low,Very Low,Very Low,Relatively Low,Not Applicable,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Insufficient Data,Not Applicable,Very Low,Very Low
Wisconsin,WI,Brown,Not Applicable,Relatively Low,Very High,No Rating,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Relatively High,Relatively Moderate,Relatively Low,Relatively High,Insufficient Data,Not Applicable,Very Low,Relatively High
Wisconsin,WI,Buffalo,Not Applicable,Not Applicable,Relatively Moderate,Relatively Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Very Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Wisconsin,WI,Burnett,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Relatively Moderate,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Relatively Low
Wisconsin,WI,Calumet,Not Applicable,Not Applicable,Relatively Moderate,No Rating,Very Low,Relatively Moderate,Relatively Moderate,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Wisconsin,WI,Chippewa,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Very Low,Relatively Moderate,Not Applicable,Relatively High,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Wisconsin,WI,Clark,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Wisconsin,WI,Columbia,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Relatively High,Relatively Moderate,Very Low,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Low,Relatively High,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Wisconsin,WI,Crawford,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Relatively Low,Relatively Moderate,Very Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Wisconsin,WI,Dane,Not Applicable,Not Applicable,Very High,Very Low,Relatively Low,Relatively High,Relatively High,Very Low,Very High,Relatively Moderate,Relatively High,Relatively Moderate,Relatively High,Relatively High,Not Applicable,Not Applicable,Relatively Low,Very High
Wisconsin,WI,Dodge,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Relatively Moderate,Relatively Moderate,Very Low,Very Low,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively High,Relatively Moderate,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate
Wisconsin,WI,Door,Not Applicable,Relatively Low,Relatively Moderate,No Rating,Very Low,Relatively Moderate,No Rating,Not Applicable,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Insufficient Data,Not Applicable,Very Low,Relatively Low
Wisconsin,WI,Douglas,Not Applicable,Very Low,Relatively High,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Insufficient Data,Not Applicable,Very Low,Relatively Moderate
Wisconsin,WI,Dunn,Not Applicable,Not Applicable,Relatively High,Relatively Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Relatively High,Relatively Moderate,Relatively Moderate,Very Low,Relatively High,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Wisconsin,WI,Eau Claire,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Very Low,Relatively Moderate,Not Applicable,Relatively High,Relatively Moderate,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Wisconsin,WI,Florence,Not Applicable,Not Applicable,Relatively Low,Very Low,Very Low,Very Low,Very Low,Not Applicable,Very Low,Relatively Low,Very Low,Very Low,Very Low,Very Low,Not Applicable,Not Applicable,Very Low,Very Low
Wisconsin,WI,Fond du Lac,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Relatively Low,Relatively Moderate,Very Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate
Wisconsin,WI,Forest,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Very Low,Very Low,Not Applicable,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Very Low
Wisconsin,WI,Grant,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Relatively Moderate,Relatively Moderate,Very Low,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively High,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Wisconsin,WI,Green,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Very Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Low
Wisconsin,WI,Green Lake,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Relatively Moderate,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Wisconsin,WI,Iowa,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Relatively Moderate,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Wisconsin,WI,Iron,Not Applicable,No Rating,Relatively Low,Very Low,Very Low,Very Low,Very Low,Not Applicable,Very Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Very Low,Insufficient Data,Not Applicable,Very Low,Relatively Low
Wisconsin,WI,Jackson,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
